,0
120,"북지리 삼층석탑
입구 양 옆으로 삼층석탑 형제가 나란히 놓여있는데 
통일신라 말에 만들어진 석탑으로 부석사 동쪽에 있는 이름모를 사지에서 옮겨온 것이라고 합니다
족보가 대단한 석탑은 아니지만 
국보건, 보물이건 우리같은 일반인은 봐도 모르잖아요? 그냥 석탑 인갑다.. 하는거지.."
121,
122,"예쁘다고 100만번쯤 말할수있는 부석사
부석사의 아버지 의상대사는 
당나라 유학시절 당 고종의 신라 침략 소식을 듣고 
이를 왕에게 고하고 국론을 통일하여 외세침략에 대비하고자 귀국하여 
그가 깨달은 화엄의 도리로 부석사를 창건하고 화엄사상을 전파하였다고 합니다"
123,
124,"부석사의 문화재
국보 5점
무량수전 앞 석등, 무량수전, 조사당, 소조여래좌상, 조사당 벽화
보물 6점
석조여래좌상, 삼층석탑, 당간지주, 고려목판, 오불회 괘불탱, 석조석사여래좌상
사찰 한곳에 국보 5점, 보물 6점이면 무슨 박물관도 아니고 
사찰의 미 뿐만 아니라 역사적인 가치 역시 대단하다고 할수 있습니다"
125,"범종루
경내 중앙에 있는 범종루는 위치적 영향으로 어디에 시선을 두던 시야에 걸리는데 
센터에서 웅장한 모습으로 중심 딱~ 잡아주고 있습니다"
126,
127,"범종루 내부
1층은 통로이고 2층에 목어, 운판, 법고가 놓인 형태로 범종은 옆에 있는 종각에 별도로 있습니다
코로나 영향으로 부처님 오신날 연등행사가 한달 미뤄졌는데 
연등 구매하는 데스크가 마련되어 있습니다
연등 50,000원 / 만월등 30,000원으로 생각보다 비싸지는 않더라구요
연등 가격의 비밀이 풀리는 순간 입니다..^^"
128,"범종루에서 바라본 경치
저 경치는 영화에서나 보던 우리가 바라던 바람직한 사찰 모습 아닌가요?
영주 부석사는 모든게 너무나 완벽한 퍼펙트 그 자체 입니다"
129,무량수전
130,연등으로 가득찬 경내
131,"무량수전 주변을 측면에서 바라본 모습
부석사 대웅전인 무량수전은 국보 제18호로 
우리나라에서 가장 아름다운 목조 건물중 하나로 손꼽히는 매우 유명한 건물 입니다
왼편에 있는 문은 무량수전으로 향하는 안양루로 조선 후기에 건축된 목조 건축물 이구요"
132,"부석사 무량수전
암것도 모르는 제가 봐도 보전상태가 우수하고 다른 사찰 건물에 비해 어딘가 멋스러워 보이기는 합니다
정갈하고 기품 있다고 해야하나..
오늘날 무량수전 모습은 1916년 해체 수리한 형태가 이어지고 있다고 합니다"
133,"무량수전 내 모습
그간 사찰 다니면서 불공 드리는 모습 보아온 결과 
대부분의 경우 스님 혼자 불경 외시거나 3분 이하의 신도들이 함께 하는 경우가 많았는데요
부석사는 20분 정도 되는 신도분들이 함께 계셔 역시 클래스가 다른 절이구나.. 라는 생각을 했습니다
좀 생뚱맞지만 신도도 사람이니 이왕이면 예쁜절에서 불심을..^^"
134,"이 글 대표사진
아무말도 하지 않겠으니 눈으로 5초만 보세요"
135,
136,"무량수전 앞 석등
무량수전 앞 석등은 국보 제17호로 신라시대 석등중 가장 아름답고 우아한 팔각 석등으로 
석등 정상 장식은 대부분 없어진 상태이나 
그 자체로 가치를 인정받아 국보로 지정되어 있습니다"
137,"부석
부석사 라는 이름의 부석은 바로 저 돌을 의미하는것으로 
부석에 대한 전설이 있어 잠시 소개해 드리겠습니다
본래 글 쓸때 전설 따위는 가치가 없다고 생각하기에 취급 안하는데 
부석에 얽힌 전설은 재밌더라구요..^^
의상대사가 당나라 유학중 의상대사를 연모한 선묘 라는 여인이 있었답니다
대사가 10년간의 정진 끝에 화엄의 도리를 깨닫고 귀국길에 올랐는데 
뒤늦게 소식을 접한 선묘가 부두로 달려갔으나 배는 이미 떠난 상태였고 이에 상심한 선묘는 
바다에 몸을 던져 용으로 변해 의상대사가 무사히 바다를 건널수 있도록 하였다고 합니다
그후 왕명으로 의상대사가 봉황산 기슭에 부석사를 지으려 했으나 
이곳에 살던 이교도들이 방해하였고 이때 선묘가 나타가 바위를 공중으로 드는 기적을 보여 
이교도를 물리쳤다고 합니다
부석은 공중에 뜬 돌로 유명한데 바위 사이에 틈이 있어 
줄을 넣고 당기면 통과 한다고 이종환의 택리지에 적혀있기도 합니다"
138,
139,"돌아나가는 길
무량수전 뒷편으로 조사당, 취현암, 단하각 등으로 가는 숲길이 있는데 
등산로 인지 알고 이제 볼거 다 봤네.. 하고 돌아가는 중입니다
내려가는 길은 삼성각, 요사채가 있는 옆길을 통해 내려갔는데 큰 볼거리가 없어 
중간에 중앙 길로 빠졌습니다"
140,
141,역사적 의미없는 부처님상
142,"삼성각
불교에 전혀 관심없는 분은 불교가 부처님만 모시는걸로 알고 계실텐데요
유일신인 기독교와 달리 용왕, 산신 이런분들도 모시고 삼성각에는 칠성, 독성, 산신을 모셨다고 합니다"
143,
144,
145,"참으로 고운 부석사 입니다
살다보면 이보다 더 멋지고 예쁜 사찰을 만날수있을지 그런 사찰이 있기는 한건지 모르겠습니다
7월 국내 여행지 추천은 부석사로 당첨..^^"
146,"이대로 떠나기 아쉬워 저 자리에서 사진 더 찍으며 잠시 바라봤더니 
옆에 계시던 분 왈~
사진 찍으러 오셨나 보네요. 부처님 보이나요? 부처님 안보일거 같은데..
불교신자이신 그분께는 부처님 보이는게 중요한가 봅니다. 난 관심이 없는데..^^"
147,"부석사 박물관
나가는 길에 보니 박물관도 있더군요"
148,"폭포공원
맨 처음에 보신 겁나 예쁜 주차장 기억 나시나요?
그 주차장 바로 옆에 폭포공원 이라고 연못이 하나 있습니다"
149,"넘사벽 폭포공원 클라스
영주 부석사 애네 진짜 미친거 아닌가요?
아니 무슨 주차장 옆에 있는 연못 따위 클래스가 저렇데요?"
150,"슬픈 연못
본인이 주인공인지 알고 착각중인 주차장 옆 연못으로 
본인은 그저 주차장 옆 작은 연못에 불과함을 알아야 할것입니다
주차장 연못 클래스는 이 연못이 어떤 관광지의 한 부분을 구성하고 있다면 
그 관광지 가치를 높일수있을 정도의 클래스 입니다"
151,"슬픈 연못 옆 정원
https://blog.naver.com/kayak71/222007667040"
152,"본문에 언급되었던 하동 쌍계사 어떻게 생겼는지 궁금하신분은 윗글 보세요
제가 가본 사찰 기준으로 No.2 입니다..^^"
153,"힌클랑의 한마디
영주 부석사는 
몇 안되는 죽기전에 가봐야 할 국내 여행지중 하나이니 
아무것도 묻지 마시고 조용히 다녀오시면 됩니다
Published by 자유여행 길라잡이 힌클랑"
154,"안
녕하세요. 성주 참외를 사랑하는 여행지기 알쓸신잡입니다. 경상북도 지역은 볼거리와 먹을거리가 해마다 증가할 만큼 풍부한 관광자원을 보유하고 있는 지역입니다. 대한민국을 대표하는 경북 여행지 추천 중 성주에 위치하고 있는 회연서원을 다녀왔습니다. 봄 향기가 물씬 풍기는 성주 회연서원 안으로 들어가 보겠습니다."
155,"성
주지역에서도 외각지역에 위치하고 있지만 매화꽃이 필 때면 관광객들이 붐비는 장소입니다. 제가 방문할 때는 아쉽게도 매화의 향을 맡아볼 수는 없었지만 백매원에서 거닐던 선비의 향기는 느낄 수 있었습니다. 회연서원을 중심으로 성주 가볼만한곳 들이 다수 배치되어 있기 때문에 가족들과 가볍게 경북 여행지 추천 장소의 시작 지점으로 선택해도 좋습니다."
156,"한
강 정구는 조선 중기 시대에 살았던 인물로 낙동강 중류지역의 유학을 대표하시는 성주를 대표하는 인물입니다. 사림정신을 계승하기 위해서 꾸준한 노력을 하셨습니다. 낙동강 상류지역의 퇴계 이황과 낙동강 하류 지역의 남명 조식 양 문하에  그들의 성리학 정신이 아직까지도 후손들에게 전달되고 있습니다. 그가 몸을 담았던 장소는 지방지가 편찬되었고 경세학 방면에서도 많은 저술을 하셨습니다. 그의 학문적 성과는 결국 경세치용의 식할이라는 거대한 꽃을 피우는 데 큰 영향을 미치게 됩니다."
157,"신
도비는 비신, 이수, 귀부가 와전하게 잘 남아 있습니다. 이수에는 쌍룡문과 여의두문이 깊이 새겨져 있고, 귀부는 귀갑문이 양각으로 얕게 새겨져 있습니다. 신도비의 전체 높이는 390cm이며, 비신의 높이 230cm 등으로 되어있습니다. 비신의 전면 상단에 전서로 ""문목공한강정선생 신도비명""이라 새겨져 있습니다.  한강 정구 신도비는 조성연대 등에서 신도비 자체가 가지는 문화재적 가치가 높다고 합니다. 조선 성리학자에서 확고한 위상을 가지고 있는 비석의 주인공인 한강 정구의 역사적 위상을 보여주는 문화유산 중 하나입니다."
158,"유
명한 학자들은 대부분 주요 관직이 한양에 위치하다가 지방으로 내려오는 경우가 많은데, 한강의 경력은 특이합니다. 관직 대부분이 지방 수령이었고 그가 지나온 지역마다 선정을 베풀었다고 합니다. 이뿐만이 아니라 학문을 게을리하지 않기 위해 지방 선비들을 끌어모아 강학하는 등 관직보다는 학자적 면보가 뛰어난 인물로 평가받고 있습니다. 이런 이유 때문에 한때 수령을 지냈던 고을마다 그를 제향하는 서원이 건립되었고 전국 18개소의 서원에서 제향을 하고 있습니다."
159,"제
가 방문한 경북 여행지 추천 성주 회연서원은 전국에 위치하고 있는 한강을 제향한 서원 중 가장 대표적인 서원으로 사액서원이기도 합니다. 서원이 건립된 장소 또한 그가 과거 시절 학문을 위해서 강학하던 회연 초당이 있었던 장소라고 합니다."
160,"보
호수를 기준으로 회연 앞에는 초당을 마련하여 매화 1백 그루 이상이 심어져 있는 것을 알 수 있습니다. 과거에는 ""백매원""이라고 불리기도 했으며 이른 봄이면 회연서원 전체가 만발한 매화 풍경이 연출됩니다. 이를 보기 위해 전국 관광객들이 몰려드는데, 선생님은 미래를 내다보고 이쁜 나무도 심으셨나 봅니다. 성주지역을 발전시키기기 위해서 매화를 선택한 그의 결정!^^"
161,"매
화는 맑고 밝은 꽃과 깊은 꽃향기 때문에 선비, 화가들이 그림을 그리거나 시를 쓸 때 항상 등장한 소재입니다. 또한 매화는 꽃을 피워 겨울이 지나고 봄이 왔음을 알려주는 역할을 하기 때문에 불의에 굴하지 않는 의로운 선비정신의 표상이 되었다고 합니다. 지조와 절개를 중시했던 조선시대에서는 충성을 상징하는 나무로 인정받기도 했습니다."
162,"한
강 정구선생님에 대해서 소개된 간판과 숭모각 전시실 안내도를 살펴봅니다. 내부도 들어가서 구경을 했으면 좋겠지만, 열쇠로 잠가놔서 들어갈 수는 없었습니다. 퇴계 이황과 한강 정구 선생님의 유사한 점은 학문적인 부분도 있지만 꽃에 대한 사랑입니다. 경북 여행지 추천 성주 회연서원의 봄은 매화가 가득하다는 것으로 보아 그는 매화를 특별히 관리했고 퇴계 이황도 죽음을 앞두고 ""저 매화에 물을 줘라""라는 말을 했을 정도로 매화 사랑이 남달랐다고 합니다."
163,"#대게맛집 #울진여행 #덕구온천리조트 #가족여행지 #겨울여행지추천 #경북여행
#울진가볼만한곳 #온천여행 #온천추천 #2박3일여행 #1박2일여행 #등기산스카이워크
#울진군 #영덕대게 #울진숙소추천"
164,"안녕하세요!
오늘은 작년 11월에 다녀왔던 여행지를 소개하려고 합니다^^
11월 저희 가족은 할머니 생신을 맞아!
3대가 함께 여행을 다녀왔는데요!
여행지를 선택할때 여러곳 고민을 많이 했는데
3대 모두를 만족시키는 여행지를 찾기는 만만치 않더라구요!
그러던중 떠오른 울진!!!
따뜻한 온천도 있고, 맛있는 대게도 제철이고,
생각보다 거리도 멀지 않고! 해서 
다녀왔어요~!!!
울진을 선택하게 된 가장 큰 이유 중 하나는 덕구온천리조트 때문이었는데요!"
165,"홈페이지에 가보니, 각각의 여행테마에 맞춰 패키지 프로그램이 있더라구요!
그래서 저희는 가을에는 가족끼리 패키지로 저렴하게 다녀올 수 있었어요^^
할머니랑 온천여행을 틈틈이 다니고 있는데 할머니도 덕구온천이 제일 좋다고 하시더라구요!
그럼 저희가 다녀온 시간대로 소개해볼께요^^
저희는 오전에 출발해서 가는길에 있는 삼척 이화루가 유명하다고 해서
그곳에서 점심을 먹었어요~!!"
166,"유명한곳으로 소문난곳인데, 저희가 갔을때는 평일이라 대기인원은 없었는데
주말에는 많이 붐빈다고 하더라구요.
짜장면과 탕수육은 옛날맛이 나는 맛이였구요!
주인 부부 두분께서 운영하시는거라 음식이 나오는대는 시간이 좀 걸렸고,
인심이 좋으셔서 이것저것 챙겨주셨어요^^
그리고 또 그 앞에 있는 빈티지스러운 문화제과도 다녀왔는데요!
음...
하루 한정판매한다는 말에 짜장면도 먹기전에 두봉지나 사왔는데
제가 생각했던 맛은 아니였어요!
교가리 짜장면과 찹쌀꽈배기는 생각했던 맛이 아니였지만!
정말 생각치도 못했던걸 봤는데요!
바로바로바로! 교가리 느티나무!!!!!!!
사진에서 보시는것처럼 정말 어마어마해요!
저희 할머니도 이런 느티나무는 처음보신다고 하시더라구요!
생각치도 못했던 광경이라 더 특별했던것 같아요!
백과사전을 찾아보니"
